Time,Hero0,Hero0Posx,Hero0Posy,Hero1,Hero1Posx,Hero1Posy,Hero2,Hero2Posx,Hero2Posy,Hero3,Hero3Posx,Hero3Posy,Hero4,Hero4Posx,Hero4Posy,Hero5,Hero5Posx,Hero5Posy,Hero6,Hero6Posx,Hero6Posy,Hero7,Hero7Posx,Hero7Posy,Hero8,Hero8Posx,Hero8Posy,Hero9,Hero9Posx,Hero9Posy
1907, DT_DOTA_Unit_Hero_Sniper,1237.0,9861.0,DT_DOTA_Unit_Hero_Axe,716.0,7864.0,DT_DOTA_Unit_Hero_Omniknight,1442.0,4429.0,DT_DOTA_Unit_Hero_Earthshaker,3230.0,7698.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5702.0,11870.0,DT_DOTA_Unit_Hero_Broodmother,13799.0,14556.0,DT_DOTA_Unit_Hero_Slardar,9585.0,6000.0,DT_DOTA_Unit_Hero_VengefulSpirit,11335.0,3529.0,DT_DOTA_Unit_Hero_Nevermore,8799.0,9561.0,
1908, DT_DOTA_Unit_Hero_Sniper,1134.0,10513.0,DT_DOTA_Unit_Hero_Axe,940.0,7743.0,DT_DOTA_Unit_Hero_Omniknight,1952.0,4495.0,DT_DOTA_Unit_Hero_Earthshaker,3207.0,7785.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6095.0,12136.0,DT_DOTA_Unit_Hero_Broodmother,13826.0,14567.0,DT_DOTA_Unit_Hero_Slardar,9694.0,6665.0,DT_DOTA_Unit_Hero_VengefulSpirit,11419.0,3955.0,DT_DOTA_Unit_Hero_Nevermore,8694.0,9395.0,
1909, DT_DOTA_Unit_Hero_Sniper,877.0,10867.0,DT_DOTA_Unit_Hero_Axe,946.0,7320.0,DT_DOTA_Unit_Hero_Omniknight,2469.0,4384.0,DT_DOTA_Unit_Hero_Earthshaker,3009.0,8213.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6432.0,12168.0,DT_DOTA_Unit_Hero_Broodmother,13826.0,14567.0,DT_DOTA_Unit_Hero_Slardar,9906.0,7278.0,DT_DOTA_Unit_Hero_VengefulSpirit,11164.0,4260.0,DT_DOTA_Unit_Hero_Nevermore,8541.0,9194.0,
1911, DT_DOTA_Unit_Hero_Sniper,747.0,10338.0,DT_DOTA_Unit_Hero_Axe,989.0,7147.0,DT_DOTA_Unit_Hero_Omniknight,2985.0,4272.0,DT_DOTA_Unit_Hero_Earthshaker,2935.0,8354.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6549.0,12146.0,DT_DOTA_Unit_Hero_Broodmother,13699.0,14450.0,DT_DOTA_Unit_Hero_Slardar,10221.0,7855.0,DT_DOTA_Unit_Hero_VengefulSpirit,10708.0,4329.0,DT_DOTA_Unit_Hero_Nevermore,8500.0,9153.0,
1912, DT_DOTA_Unit_Hero_Sniper,736.0,9725.0,DT_DOTA_Unit_Hero_Axe,1301.0,7144.0,DT_DOTA_Unit_Hero_Omniknight,3428.0,4129.0,DT_DOTA_Unit_Hero_Earthshaker,2935.0,8354.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6549.0,12146.0,DT_DOTA_Unit_Hero_Broodmother,13707.0,14421.0,DT_DOTA_Unit_Hero_Slardar,10336.0,8225.0,DT_DOTA_Unit_Hero_VengefulSpirit,10241.0,4400.0,DT_DOTA_Unit_Hero_Nevermore,8413.0,9072.0,
1913, DT_DOTA_Unit_Hero_Sniper,743.0,9507.0,DT_DOTA_Unit_Hero_Axe,1720.0,6943.0,DT_DOTA_Unit_Hero_Omniknight,3799.0,3791.0,DT_DOTA_Unit_Hero_Earthshaker,2935.0,8354.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6478.0,12156.0,DT_DOTA_Unit_Hero_Broodmother,13312.0,14174.0,DT_DOTA_Unit_Hero_Slardar,10118.0,7623.0,DT_DOTA_Unit_Hero_VengefulSpirit,10697.0,4399.0,DT_DOTA_Unit_Hero_Nevermore,8356.0,8983.0,
1914, DT_DOTA_Unit_Hero_Sniper,780.0,9184.0,DT_DOTA_Unit_Hero_Axe,2097.0,6622.0,DT_DOTA_Unit_Hero_Omniknight,4118.0,3734.0,DT_DOTA_Unit_Hero_Earthshaker,2900.0,8340.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6315.0,12187.0,DT_DOTA_Unit_Hero_Broodmother,12881.0,13867.0,DT_DOTA_Unit_Hero_Slardar,9708.0,7309.0,DT_DOTA_Unit_Hero_VengefulSpirit,11225.0,4403.0,DT_DOTA_Unit_Hero_Nevermore,8149.0,8835.0,
1916, DT_DOTA_Unit_Hero_Sniper,848.0,8965.0,DT_DOTA_Unit_Hero_Axe,2611.0,6475.0,DT_DOTA_Unit_Hero_Omniknight,4368.0,4188.0,DT_DOTA_Unit_Hero_Earthshaker,3071.0,8077.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,6256.0,12188.0,DT_DOTA_Unit_Hero_Broodmother,12406.0,13600.0,DT_DOTA_Unit_Hero_Slardar,9524.0,7287.0,DT_DOTA_Unit_Hero_VengefulSpirit,11687.0,4577.0,DT_DOTA_Unit_Hero_Nevermore,8149.0,8835.0,
1917, DT_DOTA_Unit_Hero_Sniper,798.0,8888.0,DT_DOTA_Unit_Hero_Axe,3104.0,6360.0,DT_DOTA_Unit_Hero_Omniknight,4830.0,4345.0,DT_DOTA_Unit_Hero_Earthshaker,3294.0,7644.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5913.0,12057.0,DT_DOTA_Unit_Hero_Broodmother,12025.0,13231.0,DT_DOTA_Unit_Hero_Slardar,8916.0,7523.0,DT_DOTA_Unit_Hero_VengefulSpirit,12090.0,4802.0,DT_DOTA_Unit_Hero_Nevermore,8107.0,8778.0,
1919, DT_DOTA_Unit_Hero_Sniper,810.0,8944.0,DT_DOTA_Unit_Hero_Axe,3646.0,6280.0,DT_DOTA_Unit_Hero_Omniknight,5164.0,4812.0,DT_DOTA_Unit_Hero_Earthshaker,3676.0,7266.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5486.0,11775.0,DT_DOTA_Unit_Hero_Broodmother,10648.0,13361.0,DT_DOTA_Unit_Hero_Slardar,8908.0,8025.0,DT_DOTA_Unit_Hero_VengefulSpirit,12565.0,4956.0,DT_DOTA_Unit_Hero_Nevermore,8005.0,8666.0,
1920, DT_DOTA_Unit_Hero_Sniper,835.0,8982.0,DT_DOTA_Unit_Hero_Axe,4031.0,5958.0,DT_DOTA_Unit_Hero_Omniknight,5132.0,5215.0,DT_DOTA_Unit_Hero_Earthshaker,3829.0,6838.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,5033.0,11768.0,DT_DOTA_Unit_Hero_Broodmother,10216.0,13643.0,DT_DOTA_Unit_Hero_Slardar,8692.0,9347.0,DT_DOTA_Unit_Hero_VengefulSpirit,12896.0,5171.0,DT_DOTA_Unit_Hero_Nevermore,7909.0,8622.0,
1921, DT_DOTA_Unit_Hero_Sniper,1124.0,9117.0,DT_DOTA_Unit_Hero_Axe,4333.0,5650.0,DT_DOTA_Unit_Hero_Omniknight,4761.0,5403.0,DT_DOTA_Unit_Hero_Earthshaker,3879.0,6367.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4592.0,11942.0,DT_DOTA_Unit_Hero_Broodmother,9685.0,13649.0,DT_DOTA_Unit_Hero_Slardar,8599.0,9806.0,DT_DOTA_Unit_Hero_VengefulSpirit,12896.0,5706.0,DT_DOTA_Unit_Hero_Nevermore,7635.0,8694.0,
1923, DT_DOTA_Unit_Hero_Sniper,1620.0,8935.0,DT_DOTA_Unit_Hero_Axe,4291.0,5154.0,DT_DOTA_Unit_Hero_Omniknight,4706.0,5693.0,DT_DOTA_Unit_Hero_Earthshaker,3974.0,5900.0,DT_DOTA_Unit_Hero_Juggernaut,3867.0,13966.0,DT_DOTA_Unit_Hero_WitchDoctor,4129.0,12051.0,DT_DOTA_Unit_Hero_Broodmother,9155.0,13654.0,DT_DOTA_Unit_Hero_Slardar,8371.0,10152.0,DT_DOTA_Unit_Hero_VengefulSpirit,12774.0,5870.0,DT_DOTA_Unit_Hero_Nevermore,7379.0,9081.0,
1924, DT_DOTA_Unit_Hero_Sniper,2089.0,9191.0,DT_DOTA_Unit_Hero_Axe,4258.0,3653.0,DT_DOTA_Unit_Hero_Omniknight,4420.0,5714.0,DT_DOTA_Unit_Hero_Earthshaker,3990.0,5385.0,DT_DOTA_Unit_Hero_Juggernaut,559.0,1906.0,DT_DOTA_Unit_Hero_WitchDoctor,3617.0,12254.0,DT_DOTA_Unit_Hero_Broodmother,8518.0,13660.0,DT_DOTA_Unit_Hero_Slardar,7848.0,10358.0,DT_DOTA_Unit_Hero_VengefulSpirit,12774.0,5870.0,DT_DOTA_Unit_Hero_Nevermore,7142.0,9599.0,
1926, DT_DOTA_Unit_Hero_Sniper,2571.0,9136.0,DT_DOTA_Unit_Hero_Axe,4521.0,3168.0,DT_DOTA_Unit_Hero_Omniknight,4127.0,5591.0,DT_DOTA_Unit_Hero_Earthshaker,3552.0,5080.0,DT_DOTA_Unit_Hero_Juggernaut,1282.0,1922.0,DT_DOTA_Unit_Hero_WitchDoctor,3365.0,12598.0,DT_DOTA_Unit_Hero_Broodmother,8002.0,13452.0,DT_DOTA_Unit_Hero_Slardar,7161.0,10637.0,DT_DOTA_Unit_Hero_VengefulSpirit,6546.0,13704.0,DT_DOTA_Unit_Hero_Nevermore,6929.0,10076.0,
1927, DT_DOTA_Unit_Hero_Sniper,2779.0,8704.0,DT_DOTA_Unit_Hero_Axe,4900.0,2757.0,DT_DOTA_Unit_Hero_Omniknight,4242.0,5799.0,DT_DOTA_Unit_Hero_Earthshaker,3260.0,5022.0,DT_DOTA_Unit_Hero_Juggernaut,2031.0,1753.0,DT_DOTA_Unit_Hero_WitchDoctor,3323.0,12549.0,DT_DOTA_Unit_Hero_Broodmother,7909.0,13385.0,DT_DOTA_Unit_Hero_Slardar,6525.0,10995.0,DT_DOTA_Unit_Hero_VengefulSpirit,6213.0,13320.0,DT_DOTA_Unit_Hero_Nevermore,6718.0,10554.0,
1929, DT_DOTA_Unit_Hero_Sniper,2724.0,8208.0,DT_DOTA_Unit_Hero_Axe,5264.0,2334.0,DT_DOTA_Unit_Hero_Omniknight,4242.0,5799.0,DT_DOTA_Unit_Hero_Earthshaker,3197.0,5108.0,DT_DOTA_Unit_Hero_Juggernaut,2767.0,1646.0,DT_DOTA_Unit_Hero_WitchDoctor,3288.0,12547.0,DT_DOTA_Unit_Hero_Broodmother,7673.0,13299.0,DT_DOTA_Unit_Hero_Slardar,5885.0,11371.0,DT_DOTA_Unit_Hero_VengefulSpirit,5670.0,13221.0,DT_DOTA_Unit_Hero_Nevermore,6386.0,11010.0,
1930, DT_DOTA_Unit_Hero_Sniper,2721.0,7763.0,DT_DOTA_Unit_Hero_Axe,5679.0,2063.0,DT_DOTA_Unit_Hero_Omniknight,4472.0,5808.0,DT_DOTA_Unit_Hero_Earthshaker,3102.0,5165.0,DT_DOTA_Unit_Hero_Juggernaut,3417.0,1674.0,DT_DOTA_Unit_Hero_WitchDoctor,3288.0,12547.0,DT_DOTA_Unit_Hero_Broodmother,7330.0,12965.0,DT_DOTA_Unit_Hero_Slardar,5367.0,11615.0,DT_DOTA_Unit_Hero_VengefulSpirit,5135.0,13219.0,DT_DOTA_Unit_Hero_Nevermore,5889.0,11289.0,
1932, DT_DOTA_Unit_Hero_Sniper,3216.0,7672.0,DT_DOTA_Unit_Hero_Axe,5871.0,1935.0,DT_DOTA_Unit_Hero_Omniknight,4662.0,5791.0,DT_DOTA_Unit_Hero_Earthshaker,3234.0,5160.0,DT_DOTA_Unit_Hero_Juggernaut,3981.0,2101.0,DT_DOTA_Unit_Hero_WitchDoctor,3288.0,12547.0,DT_DOTA_Unit_Hero_Broodmother,6690.0,12925.0,DT_DOTA_Unit_Hero_Slardar,5528.0,11752.0,DT_DOTA_Unit_Hero_VengefulSpirit,4488.0,13138.0,DT_DOTA_Unit_Hero_Nevermore,5257.0,11618.0,
1933, DT_DOTA_Unit_Hero_Sniper,3627.0,7300.0,DT_DOTA_Unit_Hero_Axe,5767.0,1879.0,DT_DOTA_Unit_Hero_Omniknight,4586.0,6084.0,DT_DOTA_Unit_Hero_Earthshaker,3497.0,4724.0,DT_DOTA_Unit_Hero_Juggernaut,3992.0,2795.0,DT_DOTA_Unit_Hero_WitchDoctor,3288.0,12547.0,DT_DOTA_Unit_Hero_Broodmother,6187.0,12855.0,DT_DOTA_Unit_Hero_Slardar,5208.0,11748.0,DT_DOTA_Unit_Hero_VengefulSpirit,4011.0,13089.0,DT_DOTA_Unit_Hero_Nevermore,4805.0,11727.0,
1935, DT_DOTA_Unit_Hero_Sniper,3869.0,6826.0,DT_DOTA_Unit_Hero_Axe,5809.0,1935.0,DT_DOTA_Unit_Hero_Omniknight,4612.0,6296.0,DT_DOTA_Unit_Hero_Earthshaker,3636.0,4480.0,DT_DOTA_Unit_Hero_Juggernaut,3991.0,3559.0,DT_DOTA_Unit_Hero_WitchDoctor,3288.0,12500.0,DT_DOTA_Unit_Hero_Broodmother,5864.0,12360.0,DT_DOTA_Unit_Hero_Slardar,4477.0,11944.0,DT_DOTA_Unit_Hero_VengefulSpirit,3517.0,12946.0,DT_DOTA_Unit_Hero_Nevermore,4549.0,11141.0,
1936, DT_DOTA_Unit_Hero_Sniper,3742.0,6330.0,DT_DOTA_Unit_Hero_Axe,5916.0,1910.0,DT_DOTA_Unit_Hero_Omniknight,4666.0,6320.0,DT_DOTA_Unit_Hero_Earthshaker,3636.0,4480.0,DT_DOTA_Unit_Hero_Juggernaut,3963.0,4191.0,DT_DOTA_Unit_Hero_WitchDoctor,2970.0,12274.0,DT_DOTA_Unit_Hero_Broodmother,5644.0,11830.0,DT_DOTA_Unit_Hero_Slardar,3703.0,11926.0,DT_DOTA_Unit_Hero_VengefulSpirit,3317.0,12470.0,DT_DOTA_Unit_Hero_Nevermore,4439.0,10774.0,
1938, DT_DOTA_Unit_Hero_Sniper,3597.0,5924.0,DT_DOTA_Unit_Hero_Axe,5949.0,1924.0,DT_DOTA_Unit_Hero_Omniknight,4334.0,5963.0,DT_DOTA_Unit_Hero_Earthshaker,3273.0,4586.0,DT_DOTA_Unit_Hero_Juggernaut,3807.0,4525.0,DT_DOTA_Unit_Hero_WitchDoctor,2686.0,12267.0,DT_DOTA_Unit_Hero_Broodmother,5170.0,11593.0,DT_DOTA_Unit_Hero_Slardar,3044.0,11790.0,DT_DOTA_Unit_Hero_VengefulSpirit,3073.0,12296.0,DT_DOTA_Unit_Hero_Nevermore,4724.0,10280.0,
1939, DT_DOTA_Unit_Hero_Sniper,3495.0,5482.0,DT_DOTA_Unit_Hero_Axe,5949.0,1924.0,DT_DOTA_Unit_Hero_Omniknight,4041.0,5515.0,DT_DOTA_Unit_Hero_Earthshaker,3183.0,4898.0,DT_DOTA_Unit_Hero_Juggernaut,3583.0,4930.0,DT_DOTA_Unit_Hero_WitchDoctor,3101.0,12248.0,DT_DOTA_Unit_Hero_Broodmother,4743.0,11208.0,DT_DOTA_Unit_Hero_Slardar,2874.0,11850.0,DT_DOTA_Unit_Hero_VengefulSpirit,3163.0,12180.0,DT_DOTA_Unit_Hero_Nevermore,4692.0,10407.0,
1941, DT_DOTA_Unit_Hero_Sniper,3614.0,4900.0,DT_DOTA_Unit_Hero_Axe,6438.0,1950.0,DT_DOTA_Unit_Hero_Omniknight,4007.0,5005.0,DT_DOTA_Unit_Hero_Earthshaker,3554.0,4799.0,DT_DOTA_Unit_Hero_Juggernaut,3577.0,4643.0,DT_DOTA_Unit_Hero_WitchDoctor,3338.0,12193.0,DT_DOTA_Unit_Hero_Broodmother,4109.0,11027.0,DT_DOTA_Unit_Hero_Slardar,2874.0,11850.0,DT_DOTA_Unit_Hero_VengefulSpirit,3198.0,12181.0,DT_DOTA_Unit_Hero_Nevermore,4738.0,11068.0,
1942, DT_DOTA_Unit_Hero_Sniper,4173.0,4811.0,DT_DOTA_Unit_Hero_Axe,6504.0,2071.0,DT_DOTA_Unit_Hero_Omniknight,4519.0,4945.0,DT_DOTA_Unit_Hero_Earthshaker,4086.0,4761.0,DT_DOTA_Unit_Hero_Juggernaut,4211.0,4667.0,DT_DOTA_Unit_Hero_WitchDoctor,3402.0,12206.0,DT_DOTA_Unit_Hero_Broodmother,3610.0,11018.0,DT_DOTA_Unit_Hero_Slardar,2874.0,11850.0,DT_DOTA_Unit_Hero_VengefulSpirit,3140.0,12142.0,DT_DOTA_Unit_Hero_Nevermore,5024.0,11483.0,
1943, DT_DOTA_Unit_Hero_Sniper,4780.0,4716.0,DT_DOTA_Unit_Hero_Axe,6479.0,2005.0,DT_DOTA_Unit_Hero_Omniknight,4993.0,4709.0,DT_DOTA_Unit_Hero_Earthshaker,4676.0,4613.0,DT_DOTA_Unit_Hero_Juggernaut,4945.0,4701.0,DT_DOTA_Unit_Hero_WitchDoctor,3787.0,12066.0,DT_DOTA_Unit_Hero_Broodmother,3107.0,11045.0,DT_DOTA_Unit_Hero_Slardar,3372.0,11781.0,DT_DOTA_Unit_Hero_VengefulSpirit,3489.0,12025.0,DT_DOTA_Unit_Hero_Nevermore,5448.0,11453.0,
1945, DT_DOTA_Unit_Hero_Sniper,5271.0,4957.0,DT_DOTA_Unit_Hero_Axe,6360.0,1851.0,DT_DOTA_Unit_Hero_Omniknight,5399.0,5082.0,DT_DOTA_Unit_Hero_Earthshaker,5176.0,4859.0,DT_DOTA_Unit_Hero_Juggernaut,5525.0,5153.0,DT_DOTA_Unit_Hero_WitchDoctor,4329.0,11998.0,DT_DOTA_Unit_Hero_Broodmother,3715.0,11082.0,DT_DOTA_Unit_Hero_Slardar,4448.0,11936.0,DT_DOTA_Unit_Hero_VengefulSpirit,4069.0,11976.0,DT_DOTA_Unit_Hero_Nevermore,5487.0,11255.0,
1946, DT_DOTA_Unit_Hero_Sniper,5764.0,5185.0,DT_DOTA_Unit_Hero_Axe,6159.0,1899.0,DT_DOTA_Unit_Hero_Omniknight,5938.0,5207.0,DT_DOTA_Unit_Hero_Earthshaker,5648.0,5221.0,DT_DOTA_Unit_Hero_Juggernaut,6166.0,5220.0,DT_DOTA_Unit_Hero_WitchDoctor,4820.0,11845.0,DT_DOTA_Unit_Hero_Broodmother,5086.0,11546.0,DT_DOTA_Unit_Hero_Slardar,4921.0,11820.0,DT_DOTA_Unit_Hero_VengefulSpirit,4651.0,11930.0,DT_DOTA_Unit_Hero_Nevermore,5584.0,11170.0,
1948, DT_DOTA_Unit_Hero_Sniper,6340.0,5219.0,DT_DOTA_Unit_Hero_Axe,6104.0,1801.0,DT_DOTA_Unit_Hero_Omniknight,6363.0,5339.0,DT_DOTA_Unit_Hero_Earthshaker,6070.0,5221.0,DT_DOTA_Unit_Hero_Juggernaut,6497.0,5485.0,DT_DOTA_Unit_Hero_WitchDoctor,5257.0,11661.0,DT_DOTA_Unit_Hero_Broodmother,5472.0,11507.0,DT_DOTA_Unit_Hero_Slardar,5364.0,11669.0,DT_DOTA_Unit_Hero_VengefulSpirit,5130.0,11690.0,DT_DOTA_Unit_Hero_Nevermore,5734.0,11205.0,
1949, DT_DOTA_Unit_Hero_Sniper,6646.0,5502.0,DT_DOTA_Unit_Hero_Axe,6108.0,1860.0,DT_DOTA_Unit_Hero_Omniknight,6776.0,5536.0,DT_DOTA_Unit_Hero_Earthshaker,6425.0,5387.0,DT_DOTA_Unit_Hero_Juggernaut,7056.0,5530.0,DT_DOTA_Unit_Hero_WitchDoctor,5657.0,11455.0,DT_DOTA_Unit_Hero_Broodmother,5890.0,11379.0,DT_DOTA_Unit_Hero_Slardar,5788.0,11565.0,DT_DOTA_Unit_Hero_VengefulSpirit,5514.0,11517.0,DT_DOTA_Unit_Hero_Nevermore,6178.0,11188.0,
1950, DT_DOTA_Unit_Hero_Sniper,7267.0,5569.0,DT_DOTA_Unit_Hero_Axe,6295.0,1866.0,DT_DOTA_Unit_Hero_Omniknight,7405.0,5643.0,DT_DOTA_Unit_Hero_Earthshaker,6924.0,5546.0,DT_DOTA_Unit_Hero_Juggernaut,7696.0,5622.0,DT_DOTA_Unit_Hero_WitchDoctor,6105.0,11245.0,DT_DOTA_Unit_Hero_Broodmother,6267.0,11103.0,DT_DOTA_Unit_Hero_Slardar,6183.0,11273.0,DT_DOTA_Unit_Hero_VengefulSpirit,5946.0,11299.0,DT_DOTA_Unit_Hero_Nevermore,6601.0,10924.0,
1952, DT_DOTA_Unit_Hero_Sniper,7914.0,5609.0,DT_DOTA_Unit_Hero_Axe,6305.0,1795.0,DT_DOTA_Unit_Hero_Omniknight,8127.0,5745.0,DT_DOTA_Unit_Hero_Earthshaker,7591.0,5644.0,DT_DOTA_Unit_Hero_Juggernaut,8515.0,5678.0,DT_DOTA_Unit_Hero_WitchDoctor,6491.0,11025.0,DT_DOTA_Unit_Hero_Broodmother,6570.0,10767.0,DT_DOTA_Unit_Hero_Slardar,6620.0,10929.0,DT_DOTA_Unit_Hero_VengefulSpirit,6332.0,11068.0,DT_DOTA_Unit_Hero_Nevermore,6769.0,10420.0,
1954, DT_DOTA_Unit_Hero_Sniper,8476.0,5719.0,DT_DOTA_Unit_Hero_Axe,6788.0,1937.0,DT_DOTA_Unit_Hero_Omniknight,8789.0,5837.0,DT_DOTA_Unit_Hero_Earthshaker,8201.0,5738.0,DT_DOTA_Unit_Hero_Juggernaut,9257.0,5697.0,DT_DOTA_Unit_Hero_WitchDoctor,6925.0,10733.0,DT_DOTA_Unit_Hero_Broodmother,6722.0,10662.0,DT_DOTA_Unit_Hero_Slardar,6874.0,10487.0,DT_DOTA_Unit_Hero_VengefulSpirit,6628.0,10795.0,DT_DOTA_Unit_Hero_Nevermore,7008.0,10188.0,
1955, DT_DOTA_Unit_Hero_Sniper,8998.0,5750.0,DT_DOTA_Unit_Hero_Axe,7079.0,2210.0,DT_DOTA_Unit_Hero_Omniknight,9339.0,6052.0,DT_DOTA_Unit_Hero_Earthshaker,8755.0,5831.0,DT_DOTA_Unit_Hero_Juggernaut,9922.0,5811.0,DT_DOTA_Unit_Hero_WitchDoctor,7004.0,10309.0,DT_DOTA_Unit_Hero_Broodmother,6898.0,10541.0,DT_DOTA_Unit_Hero_Slardar,7098.0,10125.0,DT_DOTA_Unit_Hero_VengefulSpirit,6764.0,10297.0,DT_DOTA_Unit_Hero_Nevermore,7083.0,9730.0,
1956, DT_DOTA_Unit_Hero_Sniper,9452.0,5797.0,DT_DOTA_Unit_Hero_Axe,7452.0,2484.0,DT_DOTA_Unit_Hero_Omniknight,9519.0,6602.0,DT_DOTA_Unit_Hero_Earthshaker,9282.0,6008.0,DT_DOTA_Unit_Hero_Juggernaut,10561.0,5969.0,DT_DOTA_Unit_Hero_WitchDoctor,7050.0,9839.0,DT_DOTA_Unit_Hero_Broodmother,6898.0,10541.0,DT_DOTA_Unit_Hero_Slardar,7534.0,10247.0,DT_DOTA_Unit_Hero_VengefulSpirit,6859.0,9785.0,DT_DOTA_Unit_Hero_Nevermore,7285.0,9300.0,
1958, DT_DOTA_Unit_Hero_Sniper,9895.0,5781.0,DT_DOTA_Unit_Hero_Axe,7788.0,2805.0,DT_DOTA_Unit_Hero_Omniknight,9722.0,7010.0,DT_DOTA_Unit_Hero_Earthshaker,9580.0,6211.0,DT_DOTA_Unit_Hero_Juggernaut,10334.0,6403.0,DT_DOTA_Unit_Hero_WitchDoctor,7252.0,9410.0,DT_DOTA_Unit_Hero_Broodmother,6939.0,10373.0,DT_DOTA_Unit_Hero_Slardar,8626.0,9625.0,DT_DOTA_Unit_Hero_VengefulSpirit,7171.0,9350.0,DT_DOTA_Unit_Hero_Nevermore,7515.0,8904.0,
1959, DT_DOTA_Unit_Hero_Sniper,10103.0,5763.0,DT_DOTA_Unit_Hero_Axe,8232.0,3181.0,DT_DOTA_Unit_Hero_Omniknight,9605.0,6579.0,DT_DOTA_Unit_Hero_Earthshaker,9322.0,5716.0,DT_DOTA_Unit_Hero_Juggernaut,9760.0,6894.0,DT_DOTA_Unit_Hero_WitchDoctor,7419.0,9029.0,DT_DOTA_Unit_Hero_Broodmother,7332.0,10170.0,DT_DOTA_Unit_Hero_Slardar,8912.0,9114.0,DT_DOTA_Unit_Hero_VengefulSpirit,7511.0,8877.0,DT_DOTA_Unit_Hero_Nevermore,8071.0,8792.0,
1961, DT_DOTA_Unit_Hero_Sniper,10103.0,5763.0,DT_DOTA_Unit_Hero_Axe,8697.0,3213.0,DT_DOTA_Unit_Hero_Omniknight,9523.0,5951.0,DT_DOTA_Unit_Hero_Earthshaker,9392.0,5130.0,DT_DOTA_Unit_Hero_Juggernaut,9670.0,6402.0,DT_DOTA_Unit_Hero_WitchDoctor,7812.0,8798.0,DT_DOTA_Unit_Hero_Broodmother,7793.0,10262.0,DT_DOTA_Unit_Hero_Slardar,8869.0,8789.0,DT_DOTA_Unit_Hero_VengefulSpirit,7946.0,8664.0,DT_DOTA_Unit_Hero_Nevermore,8387.0,8446.0,
1962, DT_DOTA_Unit_Hero_Sniper,10103.0,5763.0,DT_DOTA_Unit_Hero_Axe,9222.0,3110.0,DT_DOTA_Unit_Hero_Omniknight,9518.0,5254.0,DT_DOTA_Unit_Hero_Earthshaker,9434.0,4718.0,DT_DOTA_Unit_Hero_Juggernaut,9504.0,5629.0,DT_DOTA_Unit_Hero_WitchDoctor,8305.0,8631.0,DT_DOTA_Unit_Hero_Broodmother,8312.0,10167.0,DT_DOTA_Unit_Hero_Slardar,8949.0,8445.0,DT_DOTA_Unit_Hero_VengefulSpirit,8294.0,8317.0,DT_DOTA_Unit_Hero_Nevermore,8497.0,7824.0,
1964, DT_DOTA_Unit_Hero_Sniper,9824.0,5783.0,DT_DOTA_Unit_Hero_Axe,9282.0,2946.0,DT_DOTA_Unit_Hero_Omniknight,9668.0,4609.0,DT_DOTA_Unit_Hero_Earthshaker,9794.0,4308.0,DT_DOTA_Unit_Hero_Juggernaut,9445.0,5012.0,DT_DOTA_Unit_Hero_WitchDoctor,8707.0,8346.0,DT_DOTA_Unit_Hero_Broodmother,8528.0,9826.0,DT_DOTA_Unit_Hero_Slardar,9049.0,8220.0,DT_DOTA_Unit_Hero_VengefulSpirit,8476.0,7845.0,DT_DOTA_Unit_Hero_Nevermore,8970.0,7424.0,
1965, DT_DOTA_Unit_Hero_Sniper,9504.0,5332.0,DT_DOTA_Unit_Hero_Axe,9788.0,2914.0,DT_DOTA_Unit_Hero_Omniknight,10189.0,4330.0,DT_DOTA_Unit_Hero_Earthshaker,10378.0,4230.0,DT_DOTA_Unit_Hero_Juggernaut,9550.0,4888.0,DT_DOTA_Unit_Hero_WitchDoctor,8965.0,8016.0,DT_DOTA_Unit_Hero_Broodmother,8661.0,9363.0,DT_DOTA_Unit_Hero_Slardar,9047.0,8030.0,DT_DOTA_Unit_Hero_VengefulSpirit,8904.0,7738.0,DT_DOTA_Unit_Hero_Nevermore,9363.0,7016.0,
